Week #,Starting Date,Total Value,Num Datapoints,Average Value,Average Value (/7)
328,4/10/2016,0.040456301,7,0.005779472,0.005779472
329,4/17/2016,0.0418106,7,0.005972943,0.005972943
330,4/24/2016,0.030426713,7,0.004346673,0.004346673
331,5/1/2016,0.047370403,7,0.0067672,0.0067672
332,5/8/2016,0.047867254,7,0.006838179,0.006838179
333,5/15/2016,0.040945449,7,0.00584935,0.00584935
334,5/22/2016,0.041017839,7,0.005859691,0.005859691
335,5/29/2016,0.050955959,7,0.007279423,0.007279423
336,6/5/2016,0.057758256,7,0.008251179,0.008251179
337,6/12/2016,0.039311975,7,0.005615996,0.005615996
338,6/19/2016,0.04701015,7,0.006715736,0.006715736
339,6/26/2016,0.058371839,7,0.008338834,0.008338834
340,7/3/2016,0.054449012,7,0.00777843,0.00777843
341,7/10/2016,0.045825406,7,0.006546487,0.006546487
342,7/17/2016,0.043022458,7,0.006146065,0.006146065
343,7/24/2016,0.05142051,7,0.007345787,0.007345787
344,7/31/2016,0.04831347,7,0.006901924,0.006901924
345,8/7/2016,0.045605378,7,0.006515054,0.006515054
346,8/14/2016,0.04952234,7,0.00707462,0.00707462
347,8/21/2016,0.034764034,7,0.004966291,0.004966291
348,8/28/2016,0.036866071,7,0.005266582,0.005266582
349,9/4/2016,0.031790256,7,0.004541465,0.004541465
350,9/11/2016,0.028595731,7,0.004085104,0.004085104
351,9/18/2016,0.03702193,7,0.005288847,0.005288847
352,9/25/2016,0.030770361,7,0.004395766,0.004395766
353,10/2/2016,0.036424958,7,0.005203565,0.005203565
354,10/9/2016,0.041144129,7,0.005877733,0.005877733
355,10/16/2016,0.043522015,7,0.006217431,0.006217431
356,10/23/2016,0.052705007,7,0.007529287,0.007529287
357,10/30/2016,0.041482142,7,0.00592602,0.00592602
358,11/6/2016,0.050607462,7,0.007229637,0.007229637
359,11/13/2016,0.036290671,7,0.005184382,0.005184382
360,11/20/2016,0.034598773,7,0.004942682,0.004942682
361,11/27/2016,0.02832491,7,0.004046416,0.004046416
362,12/4/2016,0.028957383,7,0.004136769,0.004136769
363,12/11/2016,0.02919508,7,0.004170726,0.004170726
364,12/18/2016,0.022749395,7,0.003249914,0.003249914
365,12/25/2016,0.019947514,7,0.002849645,0.002849645
366,1/1/2017,0.022148006,7,0.003164001,0.003164001
367,1/8/2017,0.027709901,7,0.003958557,0.003958557
368,1/15/2017,0.025204258,7,0.003600608,0.003600608
369,1/22/2017,0.023387303,7,0.003341043,0.003341043
370,1/29/2017,0.026932374,7,0.003847482,0.003847482
371,2/5/2017,0.039663166,7,0.005666167,0.005666167
372,2/12/2017,0.028548012,7,0.004078287,0.004078287
373,2/19/2017,0.026885471,7,0.003840782,0.003840782
374,2/26/2017,0.023762033,7,0.003394576,0.003394576
375,3/5/2017,0.032917365,7,0.004702481,0.004702481
376,3/12/2017,0.041413133,7,0.005916162,0.005916162
377,3/19/2017,0.037381711,7,0.005340244,0.005340244
378,3/26/2017,0.029874497,7,0.004267785,0.004267785
379,4/2/2017,0.031336991,7,0.004476713,0.004476713
380,4/9/2017,0.031249419,7,0.004464203,0.004464203
381,4/16/2017,0.036174745,7,0.005167821,0.005167821
382,4/23/2017,0.034367119,7,0.004909588,0.004909588
383,4/30/2017,0.044855472,7,0.006407925,0.006407925
384,5/7/2017,0.03765271,7,0.005378959,0.005378959
385,5/14/2017,0.035573037,7,0.005081862,0.005081862
386,5/21/2017,0.051344806,7,0.007334972,0.007334972
387,5/28/2017,0.05647358,7,0.008067654,0.008067654
388,6/4/2017,0.044856769,7,0.00640811,0.00640811
389,6/11/2017,0.046639143,7,0.006662735,0.006662735
390,6/18/2017,0.062410715,7,0.008915816,0.008915816
391,6/25/2017,0.053703932,7,0.00767199,0.00767199
392,7/2/2017,0.059801297,7,0.008543042,0.008543042
393,7/9/2017,0.057005261,7,0.008143609,0.008143609
394,7/16/2017,0.045897129,7,0.006556733,0.006556733
395,7/23/2017,0.0602081,7,0.008601157,0.008601157
396,7/30/2017,0.059479709,7,0.008497101,0.008497101
397,8/6/2017,0.057803167,7,0.008257595,0.008257595
398,8/13/2017,0.048133836,7,0.006876262,0.006876262
399,8/20/2017,0.049032071,7,0.007004582,0.007004582
400,8/27/2017,0.037160057,7,0.00530858,0.00530858
401,9/3/2017,0.059030912,7,0.008432987,0.008432987
402,9/10/2017,0.043095633,7,0.006156519,0.006156519
403,9/17/2017,0.035006675,7,0.005000954,0.005000954
404,9/24/2017,0.033410729,7,0.004772961,0.004772961
405,10/1/2017,0.020656772,7,0.002950967,0.002950967
406,10/8/2017,0.0211215,7,0.003017357,0.003017357
407,10/15/2017,0.022868147,7,0.003266878,0.003266878
408,10/22/2017,0.037225919,7,0.005317988,0.005317988
409,10/29/2017,0.032223135,7,0.004603305,0.004603305
410,11/5/2017,0.034818325,7,0.004974046,0.004974046
411,11/12/2017,0.036220129,7,0.005174304,0.005174304
412,11/19/2017,0.044255495,7,0.006322214,0.006322214
413,11/26/2017,0.032319659,7,0.004617094,0.004617094
414,12/3/2017,0.020569506,7,0.002938501,0.002938501
415,12/10/2017,0.020125782,7,0.002875112,0.002875112
416,12/17/2017,0.024053612,7,0.00343623,0.00343623
417,12/24/2017,0.026241934,7,0.003748848,0.003748848
418,12/31/2017,0.035353609,7,0.005050516,0.005050516
419,1/7/2018,0.03525281,7,0.005036116,0.005036116
420,1/14/2018,0.035032591,7,0.005004656,0.005004656
421,1/21/2018,0.029215104,7,0.004173586,0.004173586
422,1/28/2018,0.033320381,7,0.004760054,0.004760054
423,2/4/2018,0.027321406,7,0.003903058,0.003903058
424,2/11/2018,0.020278231,7,0.00289689,0.00289689
425,2/18/2018,0.015878993,7,0.002268428,0.002268428
426,2/25/2018,0.020917297,7,0.002988185,0.002988185
427,3/4/2018,0.028243172,7,0.004034739,0.004034739
428,3/11/2018,0.030489438,7,0.004355634,0.004355634
429,3/18/2018,0.029142818,7,0.00416326,0.00416326
430,3/25/2018,0.027595312,7,0.003942187,0.003942187
431,4/1/2018,0.036586622,7,0.00522666,0.00522666
432,4/8/2018,0.034222944,7,0.004888992,0.004888992
433,4/15/2018,0.030523458,7,0.004360494,0.004360494
434,4/22/2018,0.037838175,7,0.005405454,0.005405454
435,4/29/2018,0.037183591,7,0.005311942,0.005311942
436,5/6/2018,0.042220058,7,0.006031437,0.006031437
437,5/13/2018,0.048098759,7,0.006871251,0.006871251
438,5/20/2018,0.053659796,7,0.007665685,0.007665685
439,5/27/2018,0.043375352,7,0.006196479,0.006196479
440,6/3/2018,0.043169128,7,0.006167018,0.006167018
441,6/10/2018,0.039440036,7,0.005634291,0.005634291
442,6/17/2018,0.046008887,7,0.006572698,0.006572698
443,6/24/2018,0.042863649,7,0.006123378,0.006123378
444,7/1/2018,0.042069983,7,0.006009998,0.006009998
445,7/8/2018,0.049618118,7,0.007088303,0.007088303
446,7/15/2018,0.043349124,7,0.006192732,0.006192732
447,7/22/2018,0.047907242,7,0.006843892,0.006843892
448,7/29/2018,0.033710654,7,0.004815808,0.004815808
449,8/5/2018,0.037337254,7,0.005333893,0.005333893
450,8/12/2018,0.033622936,7,0.004803277,0.004803277
451,8/19/2018,0.029314095,7,0.004187728,0.004187728
452,8/26/2018,0.037934737,7,0.005419248,0.005419248
453,9/2/2018,0.031026766,7,0.004432395,0.004432395
454,9/9/2018,0.027798721,7,0.003971246,0.003971246
455,9/16/2018,0.02626836,7,0.003752623,0.003752623
456,9/23/2018,0.025121231,7,0.003588747,0.003588747
457,9/30/2018,0.055789908,7,0.007969987,0.007969987
458,10/7/2018,0.030668244,7,0.004381178,0.004381178
459,10/14/2018,0.019324062,7,0.00276058,0.00276058
460,10/21/2018,0.032266477,7,0.004609497,0.004609497
461,10/28/2018,0.032058983,7,0.004579855,0.004579855
462,11/4/2018,0.015280425,7,0.002182918,0.002182918
463,11/11/2018,0.012156845,7,0.001736692,0.001736692
464,11/18/2018,0.031250013,7,0.004464288,0.004464288
465,11/25/2018,0.034715388,7,0.004959341,0.004959341
466,12/2/2018,0.024131924,7,0.003447418,0.003447418
467,12/9/2018,0.029149561,7,0.004164223,0.004164223
468,12/16/2018,0.032434669,7,0.004633524,0.004633524
469,12/23/2018,0.025412198,7,0.003630314,0.003630314
470,12/30/2018,0.022154194,7,0.003164885,0.003164885
471,1/6/2019,0.031613157,7,0.004516165,0.004516165
472,1/13/2019,0.03203231,7,0.004576044,0.004576044
473,1/20/2019,0.024732259,7,0.00353318,0.00353318
474,1/27/2019,0.03148636,7,0.004498051,0.004498051
475,2/3/2019,0.022857438,7,0.003265348,0.003265348
476,2/10/2019,0.026427633,7,0.003775376,0.003775376
477,2/17/2019,0.017270618,7,0.002467231,0.002467231
478,2/24/2019,0.030206156,7,0.004315165,0.004315165
479,3/3/2019,0.027614101,7,0.003944872,0.003944872
480,3/10/2019,0.02041621,7,0.002916601,0.002916601
481,3/17/2019,0.031456474,7,0.004493782,0.004493782
482,3/24/2019,0.030252882,7,0.00432184,0.00432184
483,3/31/2019,0.038562603,7,0.005508943,0.005508943
484,4/7/2019,0.035655098,7,0.005093585,0.005093585
485,4/14/2019,0.042955056,7,0.006136437,0.006136437
486,4/21/2019,0.045572529,7,0.006510361,0.006510361
487,4/28/2019,0.032364768,7,0.004623538,0.004623538
488,5/5/2019,0.047080434,7,0.006725776,0.006725776
489,5/12/2019,0.043933104,7,0.006276158,0.006276158
490,5/19/2019,0.0388528,7,0.0055504,0.0055504
491,5/26/2019,0.050604697,7,0.007229242,0.007229242
492,6/2/2019,0.052183801,7,0.007454829,0.007454829
493,6/9/2019,0.055890284,7,0.007984326,0.007984326
494,6/16/2019,0.047268355,7,0.006752622,0.006752622
495,6/23/2019,0.043274304,7,0.006182043,0.006182043
496,6/30/2019,0.048676445,7,0.006953778,0.006953778
497,7/7/2019,0.05809365,7,0.008299093,0.008299093
498,7/14/2019,0.061654481,7,0.008807783,0.008807783
499,7/21/2019,0.059392881,7,0.008484697,0.008484697
500,7/28/2019,0.055255111,7,0.007893587,0.007893587
501,8/4/2019,0.063455233,7,0.009065033,0.009065033
502,8/11/2019,0.05355851,7,0.007651216,0.007651216
503,8/18/2019,0.057968703,7,0.008281243,0.008281243
504,8/25/2019,0.055964025,7,0.007994861,0.007994861
505,9/1/2019,0.051629918,7,0.007375703,0.007375703
506,9/8/2019,0.044064454,7,0.006294922,0.006294922
507,9/15/2019,0.048742511,7,0.006963216,0.006963216
508,9/22/2019,0.049782328,7,0.007111761,0.007111761
509,9/29/2019,0.028807671,7,0.004115382,0.004115382
510,10/6/2019,0.021924005,7,0.003132001,0.003132001
511,10/13/2019,0.029004431,7,0.00414349,0.00414349
512,10/20/2019,0.030345624,7,0.004335089,0.004335089
513,10/27/2019,0.011977907,7,0.00171113,0.00171113
514,11/3/2019,0.023073216,7,0.003296174,0.003296174
515,11/10/2019,0.029787384,7,0.004255341,0.004255341
516,11/17/2019,0.028773697,7,0.004110528,0.004110528
517,11/24/2019,0.023264248,7,0.003323464,0.003323464
518,12/1/2019,0.03894063,7,0.005562947,0.005562947
519,12/8/2019,0.037958079,7,0.005422583,0.005422583
520,12/15/2019,0.031446943,7,0.00449242,0.00449242
521,12/22/2019,0.026311137,7,0.003758734,0.003758734
522,12/29/2019,0.030145493,7,0.004306499,0.004306499
523,1/5/2020,0.025886293,7,0.003698042,0.003698042
524,1/12/2020,0.024708117,7,0.003529731,0.003529731
525,1/19/2020,0.028652151,7,0.004093164,0.004093164
526,1/26/2020,0.028760175,7,0.004108596,0.004108596
527,2/2/2020,0.021520672,7,0.003074382,0.003074382
528,2/9/2020,0.022687334,7,0.003241048,0.003241048
529,2/16/2020,0.022751759,7,0.003250251,0.003250251
530,2/23/2020,0.026815372,7,0.003830767,0.003830767
531,3/1/2020,0.028846439,7,0.00412092,0.00412092
532,3/8/2020,0.027396557,7,0.003913794,0.003913794
533,3/15/2020,0.024026213,7,0.003432316,0.003432316
534,3/22/2020,0.024902387,7,0.003557484,0.003557484
535,3/29/2020,0.026648386,7,0.003806912,0.003806912
536,4/5/2020,0.034908074,7,0.004986868,0.004986868
537,4/12/2020,0.03086302,7,0.004409003,0.004409003
538,4/19/2020,0.041117781,7,0.005873969,0.005873969
539,4/26/2020,0.047133785,7,0.006733398,0.006733398
540,5/3/2020,0.034569943,7,0.004938563,0.004938563
541,5/10/2020,0.041514637,7,0.005930662,0.005930662
542,5/17/2020,0.03669211,7,0.00524173,0.00524173
543,5/24/2020,0.061278317,7,0.008754045,0.008754045
544,5/31/2020,0.050175368,7,0.00716791,0.00716791
545,6/7/2020,0.044533806,7,0.006361972,0.006361972
546,6/14/2020,0.043454112,7,0.00620773,0.00620773
547,6/21/2020,0.061776647,7,0.008825235,0.008825235
548,6/28/2020,0.04270869,7,0.006101241,0.006101241
549,7/5/2020,0.046896996,7,0.006699571,0.006699571
550,7/12/2020,0.055174831,7,0.007882119,0.007882119
551,7/19/2020,0.055005292,7,0.007857899,0.007857899
552,7/26/2020,0.050205551,7,0.007172222,0.007172222
553,8/2/2020,0.054071104,7,0.007724443,0.007724443
554,8/9/2020,0.049980939,7,0.007140134,0.007140134
555,8/16/2020,0.056501674,7,0.008071668,0.008071668
556,8/23/2020,0.050893166,7,0.007270452,0.007270452
557,8/30/2020,0.043402844,7,0.006200406,0.006200406
558,9/6/2020,0.027276131,7,0.00389659,0.00389659
559,9/13/2020,0.035000537,7,0.005000077,0.005000077
560,9/20/2020,0.041493444,7,0.005927635,0.005927635
561,9/27/2020,0.028478613,7,0.004068373,0.004068373
562,10/4/2020,0.025139983,7,0.003591426,0.003591426
563,10/11/2020,0.032941928,7,0.00470599,0.00470599
564,10/18/2020,0.02809905,7,0.00401415,0.00401415
565,10/25/2020,0.015247975,7,0.002178282,0.002178282
566,11/1/2020,0.023651107,7,0.00337873,0.00337873
567,11/8/2020,0.021739614,7,0.003105659,0.003105659
568,11/15/2020,0.030823298,7,0.004403328,0.004403328
569,11/22/2020,0.022666872,7,0.003238125,0.003238125
570,11/29/2020,0.019622662,7,0.002803237,0.002803237
571,12/6/2020,0.023404178,7,0.003343454,0.003343454
572,12/13/2020,0.027553546,7,0.003936221,0.003936221
573,12/20/2020,0.022944068,7,0.003277724,0.003277724
574,12/27/2020,0.024063976,7,0.003437711,0.003437711
575,1/3/2021,0.02567729,7,0.003668184,0.003668184
576,1/10/2021,0.027716009,7,0.00395943,0.00395943
577,1/17/2021,0.022090532,7,0.00315579,0.00315579
578,1/24/2021,0.025277188,7,0.003611027,0.003611027
579,1/31/2021,0.023116903,7,0.003302415,0.003302415
580,2/7/2021,0.025845668,7,0.003692238,0.003692238
581,2/14/2021,0.025661638,7,0.003665948,0.003665948
582,2/21/2021,0.020364225,7,0.002909175,0.002909175
583,2/28/2021,0.023819634,7,0.003402805,0.003402805
584,3/7/2021,0.021616751,7,0.003088107,0.003088107
585,3/14/2021,0.025361796,7,0.003623114,0.003623114
586,3/21/2021,0.022528622,7,0.003218375,0.003218375
587,3/28/2021,0.026078111,7,0.003725444,0.003725444
588,4/4/2021,0.029740341,7,0.00424862,0.00424862
589,4/11/2021,0.0259139,7,0.003701986,0.003701986
590,4/18/2021,0.0323372,7,0.0046196,0.0046196
591,4/25/2021,0.03336326,7,0.00476618,0.00476618
592,5/2/2021,0.037175358,7,0.005310765,0.005310765
593,5/9/2021,0.02356385,7,0.003366264,0.003366264
594,5/16/2021,0.035693476,7,0.005099068,0.005099068
595,5/23/2021,0.037690423,7,0.005384346,0.005384346
596,5/30/2021,0.049968501,7,0.007138357,0.007138357
597,6/6/2021,0.036090385,7,0.005155769,0.005155769
598,6/13/2021,0.048468201,7,0.006924029,0.006924029
599,6/20/2021,0.050157914,7,0.007165416,0.007165416
600,6/27/2021,0.05872752,7,0.008389646,0.008389646
601,7/4/2021,0.045951588,7,0.006564513,0.006564513
602,7/11/2021,0.043781245,7,0.006254464,0.006254464
603,7/18/2021,0.037236484,7,0.005319498,0.005319498
604,7/25/2021,0.045153996,7,0.006450571,0.006450571
605,8/1/2021,0.032254163,7,0.004607738,0.004607738
606,8/8/2021,0.04255131,7,0.006078759,0.006078759
607,8/15/2021,0.039190431,7,0.005598633,0.005598633
608,8/22/2021,0.030450671,7,0.004350096,0.004350096
609,8/29/2021,0.021231331,7,0.003033047,0.003033047
610,9/5/2021,0.044694095,7,0.006384871,0.006384871
611,9/12/2021,0.035664863,7,0.00509498,0.00509498
612,9/19/2021,0.037934828,7,0.005419261,0.005419261
613,9/26/2021,0.033181171,7,0.004740167,0.004740167
614,10/3/2021,0.029707987,7,0.004243998,0.004243998
615,10/10/2021,0.021928942,7,0.003132706,0.003132706
616,10/17/2021,0.044929214,7,0.006418459,0.006418459
617,10/24/2021,0.049686666,7,0.007098095,0.007098095
618,10/31/2021,0.047959613,7,0.006851373,0.006851373
619,11/7/2021,0.040633635,7,0.005804805,0.005804805
620,11/14/2021,0.036608655,7,0.005229808,0.005229808
621,11/21/2021,0.026021556,7,0.003717365,0.003717365
622,11/28/2021,0.035774386,7,0.005110627,0.005110627
623,12/5/2021,0.030337048,7,0.004333864,0.004333864
624,12/12/2021,0.026918866,7,0.003845552,0.003845552
625,12/19/2021,0.027774714,7,0.003967816,0.003967816
626,12/26/2021,0.021834826,7,0.003119261,0.003119261
627,1/2/2022,0.027756721,7,0.003965246,0.003965246
628,1/9/2022,0.021583998,7,0.003083428,0.003083428
629,1/16/2022,0.022061107,7,0.003151587,0.003151587
630,1/23/2022,0.018406956,7,0.002629565,0.002629565
631,1/30/2022,0.019053021,7,0.00272186,0.00272186
632,2/6/2022,0.024945385,7,0.003563626,0.003563626
633,2/13/2022,0.026141151,7,0.00373445,0.00373445
634,2/20/2022,0.018170864,7,0.002595838,0.002595838
635,2/27/2022,0.030876029,7,0.004410861,0.004410861
636,3/6/2022,0.01961362,7,0.002801946,0.002801946
637,3/13/2022,0.029916164,7,0.004273738,0.004273738
638,3/20/2022,0.037887192,7,0.005412456,0.005412456
639,3/27/2022,0.033381674,7,0.004768811,0.004768811
640,4/3/2022,0.030472567,7,0.004353224,0.004353224
641,4/10/2022,0.027003542,7,0.003857649,0.003857649
642,4/17/2022,0.030157963,7,0.00430828,0.00430828
643,4/24/2022,0.032938325,7,0.004705475,0.004705475
644,5/1/2022,0.037970179,7,0.005424311,0.005424311
645,5/8/2022,0.030423537,7,0.00434622,0.00434622
646,5/15/2022,0.036729492,7,0.00524707,0.00524707
647,5/22/2022,0.043465496,7,0.006209357,0.006209357
648,5/29/2022,0.04156381,7,0.005937687,0.005937687
649,6/5/2022,0.054519231,7,0.007788462,0.007788462
650,6/12/2022,0.038320248,7,0.005474321,0.005474321
651,6/19/2022,0.045949359,7,0.006564194,0.006564194
652,6/26/2022,0.045307069,7,0.006472438,0.006472438
653,7/3/2022,0.058964465,7,0.008423495,0.008423495
654,7/10/2022,0.052651699,7,0.007521671,0.007521671
